id,question1,question2,is_duplicate
146584,How does banning 500 and 1000 rupee notes help to control black money?,How would the newly introduced rs 2000 notes not contribute to laundering and black money?,1
7195,"Why don't we move the observance of Thanksgiving to mid-October to help avoid interference with Christmas, and weather related delays at airports?",I don't want to buy my mother a Christmas gift. What should I do?,0
118952,Why do more countries have more confidence in investing in Philippines while Philippines is leading the world in anti-drug war?,Why is homosexuality so accepted in the Philippines despite the country being 80% catholic?,0
186237,What is the best topic to design under structural design project?,Why structural design and engineering is an essential part of a construction project?,0
339025,"Is it a symptom of OCD to repeat words? (Repetitive, words and speech)","Do people with OCD repeat words and sentences? I found on multiple websites that this is a symptom. Repetitive, Speech and words?",1
337386,"How are the placements at other B-schools like S.P. Jain, JBIMS, NMIMS, SIBM, and XLRI compared to the IIMs? Is it worth joining these institutes?",Is XLRI vs. IIM C India's most followed intra-B-school sports event?,0
74263,What are the strongest majors in terms of job prospects and what are the weakest majors at Northern Michigan University?,What are the strongest majors in terms of job prospects and what are the weakest majors at Western Michigan University?,0
342360,"What towns are located near the Kilauea, and how does this volcano's activity compare to the volcanoes in Italy?","What towns are located near the Kilauea, and how does this volcano's activity compare to the volcanoes in China?",0
270449,What should I think when a girl says that she respects my feelings and not to be upset?,What should I think when a girl says that she respects my feelings and not to be sad?,1
134169,What is the best and fastest way to lose weight for a teenager?,What is the fastest and easiest way for a teenager to lose weight?,1
302179,Where can I get best assistance in Sydney for any property purchasing?,Where can I get quality assistance in Sydney for any property transaction?,1
39482,How is the value of a 1947 Canadian quarter determined? What characteristics are taking into consideration?,How is the value of a 1947 quarter determined? What characteristics are taking into consideration?,1
80699,Can you wear a steel necklace (not stainless steel) in the shower and to bed?,Can you wear a steel necklace 24/7 in shower and bed not take it off?,1
123906,Who do you think is going to win the 2016 presidential election?,Who will win the 2016 United States Presidential election: Trump or Clinton?,1
325014,Why did Hong Kong's movies and TV series go into decline after a golden age in the 20th century?,What happened to Hong Kong movies and TV drama? Why did they decline so much?,1
239862,"Is a base salary of $150,000 enough to live comfortably and save for retirement in the Bay Area?",What is a good salary to live in the Bay Area (Sunnyvale / Mountain View) for a family of 3?,0
99917,Stephen Hsu (physicist): What does Stephen Hsu think of effective altruism?,Stephen Hsu (physicist): What does Stephen Hsu think of modafinil?,0
175746,What is the best time to visit Kerala and what are the places to visit in a span of 8 days?,Which places should I visit if I am going to Kerala for a week with friends?,1
255438,"I am present pursuing BTECH and I would like to do VFX course in foreign. Do I need to clear GRE, TOFFEL or anything else?",Do I have to get through the GRE and TOEFL if I want to pursue courses like fashion designing and music from foreign universities?,0
